"Artist_01","Artist_02"
"Billie Holiday","Kool & the Gang"
"Big Hop","House of Prayers"
"Kanika","Red Hot Chili Peppers"
"BLACKPINK","Radiohead"
"T.I.","The Mountain Goats"
"The Everly Brothers","Waylon Jennings"
"Dave Matthews Band","Lass"
"Cypress Hill","Reekado Banks"
"Juicy J","Yaga & Mackie"
"Jerry Lee Lewis","川井憲次"
"Chet Atkins","DJ BoBo"
"Muse","Rema"
"D’Prince","Pedro Infante"
"Elton John","Eros Ramazzotti"
"Dinah Washington","Lass"
"Pet Shop Boys","Roy Orbison"
"Hank Williams","Juls"
"Erasure","Hop"
"Rammstein","Shakira"
"Kool Keith","Pedro Infante"
"Arca","Julio Iglesias"
"9ice","The HOP"
"Pedro Infante","Slayer"
"Percy Sledge","The Smiths"
"Beck","Bob Dylan"
"Hip Hop Kclan","Neil Young"
"Kanye West","Maluma"
"Elton John","Erasure"
"Bing Crosby","Farruko"
"Genesis","NewJeans"
"Trip Hop","Uriah Heep"
"Alexis & Fido","Jim Reeves"
"The Jacksons","Z‐Ro"
"Drake","Imagine Dragons"
"Record Hop","SZA"
"Carl Perkins","Rammstein"
"Arca","Jimi Hendrix"
"Justin Bieber","The Future Sound of London"
"David Bowie","N.O.R.E."
"Mylène Farmer","Tems"
"Garry Mapanzure","Katy Perry"
"Asake","Carrie Underwood"
"David Guetta","Pearl Jam"
"50 Cent","Charly Lownoise & Mental Theo"
"Ace of Base","Master KG"
"Faithless","Paul McCartney"
"Brymo","Grupo Niche"
"Buckethead","JAY‐Z"
"Genesis","HOP-VI"
"Lorentz Hop","Rocío Jurado"
"SZA","The Everly Brothers"
"Marco V","Shawn Mendes"
"Juan Gabriel","Taylor Swift"
"G‐Eazy","Skrillex"
"Trip Hop","Trébol Clan"
"Dave Matthews Band","Wande Coal"
"Nkosazana Daughter","Skrillex"
"Dave Matthews Band","Peng Majur"
"Nat King Cole","Tempo"
"Dionne Warwick","Slimmz"
"Ariana Grande","Rammstein"
"Pearl Jam","S3RL"
"Luis Fonsi","RKM & Ken‐Y"
"Duran Duran","Hop Louie"
"Imagine Dragons","Viper"
"SpaceGhostPurrp","Teni"
"Janet Jackson","Petey Hop"
"Imagine Dragons","Rx Papi"
"J. Cole","LUCKI"
"Tiwa Savage","Waka Flocka Flame"
"The Supremes","Yandel"
"BLACKPINK","Kool & the Gang"
"Carrie Underwood","Diverje"
"KO KO FJ","Kid Cudi"
"Kendrick Lamar","Tame Impala"
"JAY‐Z","Yandel"
"Nick Phoenix","Ricky Martin"
"Def Leppard","Jimi Hendrix"
"Duran Duran","Lorentz Hop"
"Hop-Frog","Magnate & Valentino"
"Asake","鷺巣詩郎"
"Coldplay","Peng Majur"
"Britney Spears","Carrie Underwood"
"Hop Trop","Lynn Anderson"
"Bone Thugs‐n‐Harmony","Juls"
"G‐Eazy","The Future Sound of London"
"Aya Nakamura","Willie Nelson"
"Billie Jo Spears","Olamide"
"Diverje","Thalía"
"9ice","Jennifer Lopez"
"Maleek Berry","Whitney Houston"
"Ado","Little Richard"
"Bobby Bare","Dinah Washington"
"Hop Stamina","Skrillex"
"Ado","Astrud Gilberto"
"Carole King","Swishahouse"
"Britney Spears","Ennio Morricone"
"JAY‐Z","Moby"
"Celia Cruz","The Chainsmokers"
"Grateful Dead","Los Tigres del Norte"
"Tammy Wynette","Various Artists"
"Britney Spears","J. Cole"
"ARTY","Bing Crosby"
"Billie Eilish","Lightnin’ Hopkins"
"Jerry Lee Lewis","Stray Kids"
"HOP-PAS","Tammy Wynette"
"BTS","Nina Simone"
"Diverje","Pedro Infante"
"Muse","Zaytoven"
"Post Malone","The Brighton Beat"
"Christina Aguilera","鷺巣詩郎"
"Lola Beltrán","RKM & Ken‐Y"
"Money Boy","Rema"
"Enrique Iglesias","Skrillex"
"Ennio Morricone","Juicy J"
"Perry Como","Rema"
"Bob Marley & The Wailers","Z‐Ro"
"Def Leppard","Iron Maiden"
"John Lee Hooker","Shawn Mendes"
"Electric Light Orchestra","Phats & Small"
"Bunbury","Hungria Hip-Hop"
"Danny Boy","KiDi"
"Guns N’ Roses","Slipknot"
"Nick Phoenix","The Platters"
"IOSYS","植松伸夫"
"Crayon","Elvis Presley"
"Elliott Smith","Swishahouse"
"Above & Beyond","Nine Inch Nails"
"Dionne Warwick","U2"
"José José","deadmau5"
"Ennio Morricone","twenty one pilots"
"Libianca","U2"
"50 Cent","Kate Bush"
"Anitta","Juice WRLD"
"SEVENTEEN","twenty one pilots"
"J Balvin","SpaceGhostPurrp"
"Big Hop","Merle Haggard"
"Lil Uzi Vert","Olamide"
"Iron Maiden","Naeto C"
"Faithless","Kid Cudi"
"Hop Stamina","The Chainsmokers"
"HOP CLUB","The Beatles"
"Banky W","Guided by Voices"
"Electric Light Orchestra","James Brown"
"Camila Cabello","Funky DL"
"Azekel","Faithless"
"Hop Along","Mariah Carey"
"Azekel","Eminem"
"2Baba","Neil Young"
"Funky DL","Ye"
"Alexis & Fido","鷺巣詩郎"
"Nanky","Wasteland Hop"
"Daryl Hall & John Oates","Shania Twain"
"BAD HOP","The Fall"
"Elvis Presley","lamarcrescendo"
"Lil Durk","Peter Gabriel"
"Doja Cat","Zedd"
"Anitta","Los Fabulosos Cadillacs"
"Kraftwerk","Zedd"
"Slimmz","Uriah Heep"
"Afro B","Jessie J"
"Beck","Ze Hop"
"Drake","Vico C"
"Afro B","Ray Charles"
"Johnny Mathis","Rocío Jurado"
"Ariana Grande","Kid Cudi"
"Electric Light Orchestra","Los Tigres del Norte"
"Emmylou Harris","SZA"
"Danny Boy","HOP BOX"
"AC/DC","Marshmello"
"Asake","Katy Perry"
"Brymo","Katy Perry"
"The Fall","Willie Nelson"
"Hop Trop","Kate Bush"
"2Pac","Nine Inch Nails"
"Chet Atkins","José Feliciano"
"Bon Jovi","Dusty Springfield"
"Faith No More","Judas Priest"
"Heinäsirkka Hop","TWICE"
"Beastie Boys","lamarcrescendo"
"Coldplay","Nicky Jam"
"Ella Fitzgerald","Nick Phoenix"
"Christina Aguilera","WadeLen"
"Bunbury","George Jones"
"Alicia Keys","Megan Thee Stallion"
"Brint★Hop","Matt Fax"
"Kraftwerk","Slipknot"
"Hop Louie","Lil B"
"P!nk","The Who"
"Heinäsirkka Hop","Naeto C"
"Charley Pride","Don Omar"
"Johnny Mathis","川井憲次"
"BLACKPINK","Charly Lownoise & Mental Theo"
"Ellie Goulding","Johnny Cash"
"Camila Cabello","Eros Ramazzotti"
"LUCKI","Nicky Jam"
"Eminem","Saxon"
"HOP-PAS","Willie Nelson"
"G‐Eazy","Stonebwoy"
"L king","Rx Papi"
"Frank Zappa","Genesis"
"Frank Zappa","Shakira"
"G‐Eazy","Kylie Minogue"
"Paul McCartney","Yaga & Mackie"
"2Baba","Ladysmith Black Mambazo"
"Maleek Berry","Tiësto"
"Rx Papi","かめりあ"
"Kylie Minogue","Yandel"
"Billie Eilish","Nick Skitz"
"Baby Rasta & Gringo","Tito Puente"
"Peter Gabriel","Tiwa Savage"
"BAD HOP","N.O.R.E."
"Erasure","Magic Juan"
"Heinäsirkka Hop","Pet Shop Boys"
"James Brown","José José"
"Karlheinz Stockhausen","Merle Haggard"
"Joe Pass","Tems"
"Deep Purple","Dinah Washington"
"Coldplay","Whigfield"
"Paulina Rubio","Sam Cooke"
"Lapsanova","SZA"
"Ale Hop","Swishahouse"
"Mylène Farmer","Tangerine Dream"
"Bad Bunny","José Alfredo Jiménez"
"Chyco Siméon","Kenny Rogers"
"Andrew Bird","KO KO FJ"
"Junior Reid","Nat King Cole"
"Alexis & Fido","The Smiths"
"Doja Cat","Kraftwerk"
"AC/DC","KO KO FJ"
"Ellie Goulding","Maleek Berry"
"Nine Inch Nails","R.E.M."
"Rod Wave","Wiztom"
"Ludacris","Prince"
"Eros Ramazzotti","[unknown]"
"Al Green","QWECi"
"Post Malone","Yemi Alade"
"Billie Jo Spears","Hip-Hop"
"Fally Ipupa","The Future Sound of London"
"Celia Cruz","Heinäsirkka Hop"
"Britney Spears","Muse"
"Becca","DJ BoBo"
"Dave Matthews Band","J Álvarez"
"Asake","Ye"
"Alexis & Fido","WadeLen"
"Bad Bunny","Funky DL"
"Emmylou Harris","Tennessee Ernie Ford"
"Aya Nakamura","Chief Keef"
"Asake","Bone Thugs‐n‐Harmony"
"Alexis & Fido","Libianca"
"Kacey Musgraves","Luigi Boccherini"
"QWECi","Tiwa Savage"
"Aya Nakamura","Camila Cabello"
"Jeezy","Saxon"
"Slimmz","かめりあ"
"Faith No More","Imagine Dragons"
"The Supremes","Winner Boy"
"Baby Rasta & Gringo","Maluma"
"Pixies","Willie Nelson"
"Foo Fighters","The Drifters"
"Carpenters","Ray Charles"
"Buckethead","Carrie Underwood"
"The Platters","U2"
"BTS","Grupo Niche"
"Guns N’ Roses","Pérez Prado"
"Bee Gees","J. Cole"
"Bob Dylan","LUCKI"
"Hip-Hop","Ze Hop"
"Buckethead","Grupo Niche"
"RXKNephew","The Smashing Pumpkins"
"Ray Charles","Vivi Ndaya"
"Funky DL","Junior Reid"
"The Fall","Tori Amos"
"Anitta","Kool & the Gang"
"Chet Atkins","Kate Bush"
"Diana Ross","Elis Regina"
"Bone Thugs‐n‐Harmony","Eminem"
"2Pac","Hop Stamina"
"Astrud Gilberto","Trébol Clan"
"Money Boy","Tim Devine"
"Ella Fitzgerald","Hip-Hop"
"Avicii","Shawn Mendes"
"2Baba","Ife Alaba"
"CKay","Reekado Banks"
"Frank Zappa","Tori Amos"
"Arcángel","Morrissey"
"Arcángel","Stray Kids"
"Matt Fax","U2"
"Rihanna","Waka Flocka Flame"
"Migos","Tryt"
"Lorentz Hop","Robb Bank$"
"Bone Thugs‐n‐Harmony","Enrique Iglesias"
"Emmylou Harris","Wiztom"
"Hop Along","I-Hop"
"Madonna","Matt Fax"
"Dusty Springfield","Pixies"
"Christina Aguilera","Lil Kesh"
"Tame Impala","The Mountain Goats"
"Arcángel","Dolly Parton"
"Johnny Cash","Oasis"
"Buckethead","Tiwa Savage"
"Morrissey","Noisia"
"Britney Spears","Lil Kesh"
"Bon Jovi","Tems"
"Carly Simon","Lil B"
"Reekado Banks","Tekno Miles"
"HOP-PAS","Tori Amos"
"Alexis & Fido","U2"
"DJ BoBo","Erasure"
"Hop Along","Naeto C"
"Eric Clapton","Marillion"
"Depeche Mode","Nick Skitz"
"Dave Matthews Band","Hop Out"
"Ale Hop","Underground Hop"
"Hop Along","Saxon"
"H.O.P.","The Supremes"
"Bone Thugs‐n‐Harmony","Ladysmith Black Mambazo"
"Naeto C","Pedro Infante"
"Dean Martin","The Kinks"
"9ice","New Order"
"Record Hop","Victony"
"Emmylou Harris","Stevie Wonder"
"Merzbow","Winner Boy"
"Björk","Lorentz Hop"
"Dinah Washington","Hop Out"
"Heinäsirkka Hop","Wilco"
"Charley Pride","Slayer"
"Maleek Berry","Tego Calderón"
"Aya Nakamura","Jessie J"
"Nina Simone","Taylor Swift"
"HOP CLUB","Lapsanova"
"BLACKPINK","Burna Boy"
"Bon Jovi","Nick Skitz"
"Baden Powell","Garry Mapanzure"
"BAD HOP","Hop Stamina"
"Mullar Audible TLP","Tekno Miles"
"Miguel Bosé","The Supremes"
"Carly Simon","The Isley Brothers"
"Coach Hop","Kanye West"
"Coach Hop","The Smashing Pumpkins"
"Jean‐Michel Jarre","Specialist"
"Jimi Hendrix","Thalía"
"Dream Theater","Noisia"
"Phats & Small","Uriah Heep"
"Kenny Rogers","Sean Paul"
"Bobby Bare","The Platters"
"Iggy Azalea","Specialist"
"Bruce Springsteen","Rema"
"DJ BoBo","Rocío Dúrcal"
"9ice","Pedro Infante"
"The Beatles","Tito Puente"
"Goose","Hungria Hip-Hop"
"Guided by Voices","Zion & Lennox"
"Los Fabulosos Cadillacs","Yemi Alade"
"Tom Jones","Vicente Fernández"
"Chet Atkins","KISS"
"Hip Hop Kclan","Little Richard"
"Hop Wilson","The Mountain Goats"
"Matt Fax","Paul McCartney"
"Goose","Juls"
"Ennio Morricone","The Everly Brothers"
"Mauro Picotto","Stevie Wonder"
"George Jones","Tangerine Dream"
"Metallica","Nine Inch Nails"
"BTS","Slimmz"
"Emmylou Harris","Jovanotti"
"Kacey Musgraves","Karlheinz Stockhausen"
"P!nk","Phish"
"Hop Out","Pérez Prado"
"Magnate & Valentino","倖田來未"
"Skrillex","Underground Hop"
"Celia Cruz","Tryt"
"AC/DC","Shawn Mendes"
"Iggy Azalea","LUCKI"
"NewJeans","Waka Flocka Flame"
"Dinah Washington","Rocío Jurado"
"Alexis & Fido","Paul McCartney"
"Bing Crosby","Luis Fonsi"
"Lola Beltrán","Slipknot"
"Shakira","The Beatles"
"Slimmz","Tame Impala"
"Beastie Boys","Carly Simon"
"Ace of Base","S3RL"
"Astrud Gilberto","Dave Matthews Band"
"Pearl Jam","Tito “El Bambino”"
"Gucci Mane","HOP-PAS"
"2Baba","The Everly Brothers"
"Antônio Carlos Jobim","Guns N’ Roses"
"Funky DL","Nicky Jam"
"Megadeth","The Supremes"
"Céline Dion","Erasure"
"Charlie Rich","Various Artists"
"Mo Kogun","Rocío Dúrcal"
"Tangerine Dream","Underground Hop"
"Farruko","Hungria Hip-Hop"
"Led Zeppelin","Zaytoven"
"Kygo","Tammy Wynette"
"Chuck Berry","Lorentz Hop"
"Lass","Nightwish"
"Ivy Queen","José Feliciano"
"Hip Hop Kclan","Oasis"
"Justin Bieber","Libianca"
"BTS","Libianca"
"Ace of Base","Juicy J"
"Nicki Minaj","The Smashing Pumpkins"
"Dave Matthews Band","川井憲次"
"José Feliciano","Specialist"
"Ennio Morricone","lamarcrescendo"
"Lil Kesh","Stonebwoy"
"Luigi Boccherini","Pearl Jam"
"KO KO FJ","Megadeth"
"Tammy Wynette","The Kinks"
"Jennifer Lopez","Mauro Picotto"
"MK","Thalía"
"Carole King","倖田來未"
"Charly Lownoise & Mental Theo","Jim Reeves"
"Britney Spears","Dionne Warwick"
"Praga Khan","The Isley Brothers"
"Tiësto","Various Artists"
"H.E.R.","Rod Wave"
"Diplo","Madonna"
"Ludacris","Phish"
"Kizz Daniel","Yemi Alade"
"Antônio Carlos Jobim","Asake"
"Burna Boy","Magnate & Valentino"
"Phats & Small","Truck Stop"
"Crayon","The Weeknd"
"Money Boy","Taylor Swift"
"Crayon","deadmau5"
"Hip Hop Kclan","Kenny Rogers"
"Antônio Carlos Jobim","Johnny Cash"
"KAROL G","Rubén Blades"
"Erasure","Lil Kesh"
"Merle Haggard","The Who"
"Depeche Mode","Katy Perry"
"Diana Ross","Megan Thee Stallion"
"Doja Cat","Phats & Small"
"SEVENTEEN","Timaya"
"Armin van Buuren","Lil Wayne"
"J. Cole","Yemi Alade"
"Nina Simone","The Brighton Beat"
"Moby","The Cure"
"Rx Papi","twenty one pilots"
"CHXPO","Lost Frequencies"
"CHXPO","YoungBoy Never Broke Again"
"Charly Lownoise & Mental Theo","Eros Ramazzotti"
"Antônio Carlos Jobim","Hip Hop Kclan"
"DJ BoBo","Yaga & Mackie"
"Percy Sledge","Various Artists"
"The Beatles","Yaga & Mackie"
"Bob Wills and His Texas Playboys","House of Prayers"
"Paul McCartney","倖田來未"
"Moon Hop","Yes"
"Baden Powell","Phats & Small"
"Britney Spears","Brymo"
"Magnate & Valentino","Metro Boomin"
"Anitta","Tame Impala"
"2 Unlimited","Daddy Yankee"
"Charly Lownoise & Mental Theo","Erasure"
"Merle Haggard","Nirvana"
"Matt Fax","Metro Boomin"
"Avicii","Funky DL"
"Morrissey","Peter Gabriel"
"Record Hop","TWICE"
"Kanye West","Usher"
"Carrie Underwood","Kendrick Lamar"
"Rush","The Weeknd"
"Carrie Underwood","J Álvarez"
"H.O.P.","HOP-VI"
"Jeezy","Perry Como"
"Johann Sebastian Bach","Mylène Farmer"
"Peng Majur","The Future Sound of London"
"Angélique Kidjo","Chief Keef"
"Ludacris","Maciré Sylla"
"D’Prince","Ike & Tina Turner"
"Fally Ipupa","I-Hop"
"Dua Lipa","Zion & Lennox"
"Johann Sebastian Bach","Mariah Carey"
"Hop Trop","lamarcrescendo"
"Caetano Veloso","Tiësto"
"KAROL G","Sonny Rollins"
"Ace of Base","CKay"
"David Bowie","Kylie Minogue"
"Bob Marley & The Wailers","Kylie Minogue"
"CHXPO","Future"
"Lil B","The Chainsmokers"
"Brymo","Trébol Clan"
"Earth, Wind & Fire","Faith No More"
"J King & Maximan","Paramore"
"Dionne Warwick","Savant"
"Fryderyk Chopin","Jovanotti"
"Taylor Swift","Vicente Fernández"
"J Balvin","Van Morrison"
"Phish","The Kinks"
"Don Omar","Dusty Springfield"
"Ivy Queen","Ricky Martin"
"Gloria Estefan","Lass"
"RKM & Ken‐Y","The Weeknd"
"Juan Gabriel","Nanky"
"Ace of Base","The Drifters"
"Lana Del Rey","Percy Sledge"
"Astrud Gilberto","Rubén Blades"
"Aerosmith","Vico C"
"Lost Frequencies","Rush"
"D Bizzc","Katy Perry"
"Eminem","K.C Nathan"
"Louis Armstrong","The Chainsmokers"
"Latin Fresh","Skrillex"
"Beyoncé","Lloyd Banks"
"Américo Gomes","Kacey Musgraves"
"Big Hop","Dave Matthews Band"
"Sonny Rollins","Z‐Ro"
"John Lee Hooker","Noisia"
"Hungria Hip-Hop","Rx Papi"
"Ariana Grande","Kate Bush"
"Mauro Picotto","Nina Simone"
"2 Unlimited","Gloria Estefan"
"Asake","Martin Solveig"
"Viper","Wiztom"
"Bobby Bare","Record Hop"
"Buckethead","The Residents"
"Depeche Mode","Hop Along"
"Alice Cooper","Nirvana"
"BTS","Santana"
"Hop Wilson","Iggy Azalea"
"Jerry Lee Lewis","Praga Khan"
"Dr kells","Lil Durk"
"2 Unlimited","Black Sabbath"
"Nicki Minaj","lamarcrescendo"
"Duran Duran","Matt Fax"
"Brymo","Truck Stop"
"Charley Pride","Daryl Hall & John Oates"
"Eros Ramazzotti","Zedd"
"Bob Marley & The Wailers","The Jacksons"
"Bone Thugs‐n‐Harmony","Hop-Frog"
"Dua Lipa","Nine Inch Nails"
"Fats Domino","Hop Stamina"
"S3RL","Wilco"
"Robb Bank$","Rx Papi"
"Charley Pride","KAROL G"
"Junior Reid","Mylène Farmer"
"The Fall","植松伸夫"
"Super8 & Tab","鷺巣詩郎"
"Ariana Grande","Eminem"
"Bob Wills and His Texas Playboys","WadeLen"
"Aya Nakamura","Bunbury"
"Madonna","Rush"
"José Feliciano","Slimmz"
"Lightnin’ Hopkins","Scorpions"
"Calvin Harris","Tennessee Ernie Ford"
"Kraftwerk","Lost Frequencies"
"Mo Kogun","Pérez Prado"
"Dua Lipa","Luigi Boccherini"
"Al Green","Judas Priest"
"Radiohead","かめりあ"
"Above & Beyond","Zaytoven"
"Ellie Goulding","J Balvin"
"IAM","J King & Maximan"
"Astrud Gilberto","twenty one pilots"
"Moon Hop","Sirch"
"James Brown","RXKNephew"
"Agathocles","Fats Domino"
"Hop-Frog","Yes"
"Joe Pass","Lost Frequencies"
"Above & Beyond","Frank Sinatra"
"Kraftwerk","Marillion"
"Mariah Carey","Mullar Audible TLP"
"Fally Ipupa","Wisin & Yandel"
"Bob Marley & The Wailers","Cappella"
"Los Tigres del Norte","Magnate & Valentino"
"IAM","Rocío Dúrcal"
"Hop Out","Lost Frequencies"
"AC/DC","Dusty Springfield"
"9ice","Taylor Swift"
"Fally Ipupa","Tryt"
"Chet Atkins","Timaya"
"Johnny Mathis","Luke Combs"
"Nicki Minaj","Wizkid"
"Hip-Hop","Johnny Cash"
"Muse","Yemi Alade"
"DJ BoBo","Motörhead"
"Crayon","J Álvarez"
"Nirvana","Pedro Infante"
"Billie Eilish","Radiohead"
"Brymo","[unknown]"
"Dream Theater","Master KG"
"9ice","Waylon Jennings"
"El Alfa","The Supremes"
"Lil Kesh","Wisin & Yandel"
"Baby Rasta & Gringo","Junior Reid"
"Bing Crosby","Mauro Picotto"
"Lana Del Rey","Thalía"
"Aerosmith","Tito “El Bambino”"
"Trébol Clan","Wizkid"
"Hip Hop Kclan","QWECi"
"Hop-Frog","Olamide"
"Juls","Trip Hop"
"Junior Reid","Wasteland Hop"
"Def Leppard","Taylor Swift"
"Bruce Springsteen","Miguelito"
"Nicky Jam","Phish"
"La Sonora Dinamita","Tori Amos"
"Bad Bunny","Motörhead"
"Nick Skitz","Perry Como"
"Kanye West","Lynn Anderson"
"Hop Out","Los Fabulosos Cadillacs"
"Dua Lipa","SZA"
"Frank Zappa","Michael Jackson"
"Linkin Park","Radiohead"
"Christina Aguilera","Savant"
"Lola Beltrán","SEVENTEEN"
"Megan Thee Stallion","Ricky Martin"
"Chet Atkins","Fats Domino"
"Juicy J","S3RL"
"ARTY","Genesis"
"Kacey Musgraves","Praga Khan"
"Billie Eilish","John Lee Hooker"
"HOP-VI","Tego Calderón"
"ARTY","Niniola"
"Brint★Hop","Mauro Picotto"
"Alex Zurdo","Frank Sinatra"
"Charly Lownoise & Mental Theo","Rod Wave"
"Pearl Jam","Thalía"
"Aya Nakamura","Faith No More"
"Juice WRLD","Ángel & Khriz"
"Fats Domino","Wiztom"
"Aerosmith","Roy Orbison"
"HOP BOX","The Beatles"
"Bob Marley & The Wailers","Van Morrison"
"Chief Keef","Sheylex Marvin"
"Lil Durk","Sonny Rollins"
"John Lee Hooker","Motörhead"
"Elton John","Red Hot Chili Peppers"
"El Alfa","SD The God"
"Jazz Hop","The Rolling Stones"
"Dinah Washington","Robb Bank$"
"Imagine Dragons","Scorpions"
"Nicky Jam","QWECi"
"The Drifters","倖田來未"
"Alex Zurdo","RXKNephew"
"SEVENTEEN","YoungBoy Never Broke Again"
"Antônio Carlos Jobim","John Dahlbäck"
"Junior Reid","RXKNephew"
"Juan Gabriel","Trip Hop"
"Juan Gabriel","Latin Fresh"
"Burna Boy","Katy Perry"
"House of Prayers","The Supremes"
"Pedro Infante","Rod Wave"
"Gloria Estefan","La Sonora Dinamita"
"Charly Lownoise & Mental Theo","The Smiths"
"David Bowie","Wisin & Yandel"
"John Lee Hooker","Ye"
"Dusty Springfield","Victony"
"La Sonora Dinamita","SD The God"
"Naeto C","The Brighton Beat"
"Chris Brown","Ricky Martin"
"Björk","Nirvana"
"Phats & Small","Travis Scott"
"Shawn Mendes","Stray Kids"
"Above & Beyond","Cappella"
"Hop Stamina","Marco V"
"Lynn Anderson","Whitney Houston"
"Morrissey","T.I."
"The E Street Band","Underground Hop"
"Bunbury","Fireboy DML"
"Aretha Franklin","YoungBoy Never Broke Again"
"Money Boy","Tori Amos"
"Aya Nakamura","Tito Puente"
"Buckethead","Kollegah"
"Chris Brown","twenty one pilots"
"Rx Papi","The Everly Brothers"
"Saxon","Swishahouse"
"José José","Vico C"
"MC Ceja","Tennessee Ernie Ford"
"Duran Duran","Ivy Queen"
"Magic Juan","Niniola"
"Master KG","Megadeth"
"Avicii","Bad Bunny"
"Chris Brown","Travis Scott"
"Lil B","Naeto C"
"Tiwa Savage","かめりあ"
"Kylie Minogue","植松伸夫"
"Hank Williams","Matt Fax"
"Hop Along","Ike & Tina Turner"
"James Brown","Van Morrison"
"Farruko","King Promise"
"Heinäsirkka Hop","SHINee"
"Don Omar","Noisia"
"Peng Majur","Tim Devine"
"Kool Keith","Shawn Mendes"
"Billie Holiday","Led Zeppelin"
"Caetano Veloso","Luis Fonsi"
"Hop Stamina","Marilyn Manson"
"9ice","The Brighton Beat"
"Ado","MC Ceja"
"Ivy Queen","Miguel Bosé"
"Jerry Lee Lewis","Merzbow"
"José Feliciano","Santana"
"Becca","Hop Trop"
"Hop Trop","YoungBoy Never Broke Again"
"Marco V","Peng Majur"
"Ricky Martin","Tangerine Dream"
"Kraftwerk","The Cure"
"Mugeez","The Kinks"
"Armin van Buuren","Dave Matthews Band"
"Chuck Berry","Wizkid"
"Jimi Hendrix","The Brighton Beat"
"KISS","Paul McCartney"
"Azekel","QWECi"
"Mauro Picotto","Merzbow"
"Diplo","The Weeknd"
"DJ BoBo","Wande Coal"
"Marillion","Ze Hop"
"Lost Frequencies","Tina Turner"
"J King & Maximan","Prince"
"Buckethead","Olamide"
"Lloyd Banks","Maluma"
"Percy Sledge","Zedd"
"Deep Purple","José José"
"Ike & Tina Turner","The Chainsmokers"
"Kygo","SHINee"
"LUCKI","Sheylex Marvin"
"Hop Louie","Shania Twain"
"Beck","Mylène Farmer"
"Aerosmith","Percy Sledge"
"Genesis","Master KG"
"Bon Jovi","Tego Calderón"
"Hip Hop Kclan","Luis Fonsi"
"Jowell & Randy","Tiësto"
"Alice Cooper","Tego Calderón"
"José Alfredo Jiménez","The Smashing Pumpkins"
"Kraftwerk","Lana Del Rey"
"Duran Duran","Teni"
"Hungria Hip-Hop","KAROL G"
"Diplo","Maciré Sylla"
"9ice","Elis Regina"
"Hop Stamina","Winner Boy"
"BLACKPINK","James Brown"
"Earth, Wind & Fire","U2"
"Fats Domino","Sean Paul"
"Daryl Hall & John Oates","Phish"
"Baby Rasta & Gringo","Truck Stop"
"9ice","HOP-PAS"
"Nicky Jam","Whigfield"
"Carole King","George Jones"
"Américo Gomes","The HOP"
"Ray Charles","Tekno Miles"
"Américo Gomes","Carole King"
"Lost Frequencies","Rx Papi"
"Enrique Iglesias","Ike & Tina Turner"
"KAROL G","Sheylex Marvin"
"Elton John","Rocío Jurado"
"Bobby Bare","The Chainsmokers"
"Farruko","Hop Trop"
"Metallica","Praga Khan"
"Ariana Grande","The Everly Brothers"
"Daddy Yankee","Slimmz"
"Billie Eilish","Red Hot Chili Peppers"
"Anitta","Hop Stamina"
"Charley Pride","Chuck Berry"
"Kraftwerk","Luis Fonsi"
"Andrew Bird","Yaga & Mackie"
"Jennifer Lopez","SpaceGhostPurrp"
"BoA","MK"
"Lil Durk","Zedd"
"Daryl Hall & John Oates","deadmau5"
"Percy Sledge","Tems"
"Antônio Carlos Jobim","Faith No More"
"Alexis & Fido","Rubén Blades"
"Stray Kids","Various Artists"
"Brymo","Eminem"
"Fireboy DML","Shakira"
"The HOP","Zaytoven"
"Jessie J","José Alfredo Jiménez"
"ABBA","川井憲次"
"Alice Cooper","The Cure"
"Antônio Carlos Jobim","Hank Snow"
"Bunbury","Carly Simon"
"Alice Cooper","Ivy Queen"
"Nicky Jam","Sam Cooke"
"Ariana Grande","Garry Mapanzure"
"Ale Hop","Kizz Daniel"
"Bad Bunny","Caetano Veloso"
"2 Unlimited","Mauro Picotto"
"Charley Pride","Faith No More"
"Armin van Buuren","Coldplay"
"Elton John","Kate Bush"
"Elvis Presley","Mauro Picotto"
"The Beatles","Yes"
"Billie Holiday","Zaytoven"
"Eros Ramazzotti","Jax Jones"
"Fats Domino","Mylène Farmer"
"Aretha Franklin","Gloria Estefan"
"Prince","The Isley Brothers"
"ARTY","Tekno Miles"
"Cappella","Percy Sledge"
"Britney Spears","Hop Hop Hop Crew"
"Kendrick Lamar","LUCKI"
"Becca","Garry Mapanzure"
"Charly Lownoise & Mental Theo","倖田來未"
"Travis Scott","lamarcrescendo"
"Lola Beltrán","QWECi"
"Pink Floyd","Queen"
"Bob Dylan","Calvin Harris"
"Ale Hop","Nick Phoenix"
"Deep Purple","Mugeez"
"Kollegah","Tryt"
"Burna Boy","Master KG"
"Alex Zurdo","Louis Armstrong"
